"Hey people of the world 
"Good Morning Marcmywords2! :) https:// twitter.com/Marcmywords2/s tatus/856156610086842368 …"
"Good Night iamskyeflakes! :) https:// twitter.com/iamskyeflakes/ status/856156604986568704 …"
"Good Night itsmae86! :) https:// twitter.com/itsmae86/statu s/856156623449882625 …"
"Good Morning NemePablo3! :) https:// twitter.com/NemePablo3/sta tus/856156444424454146 …"
"Good Night wolfjeno00! :) https:// twitter.com/wolfjeno00/sta tus/856156629728768001 …"
"Good Morning EmmitTruth! :) https:// twitter.com/EmmitTruth/sta tus/856156634636316673 …"
"Good Morning Mreverything_22! :) https:// twitter.com/Mreverything_2 2/status/856156611513110529 …"
"Good Night haiitsmegail! :) https:// twitter.com/haiitsmegail/s tatus/856156596833054720 …"
"Good Night esmebalaba! :) https:// twitter.com/esmebalaba/sta tus/856156606907559937 …"
"Good Morning PrettyyyMAMii! :) https:// twitter.com/PrettyyyMAMii/ status/856156616965488640 …"
"Good Morning kelligray_! :) https:// twitter.com/kelligray_/sta tus/856156634065842176 …"
"Good Morning FosterMAKGaller! :) https:// twitter.com/FosterMAKGalle r/status/856156615933698050 …"
"Good Morning rye_encoke! :) https:// twitter.com/rye_encoke/sta tus/856156623982796800 …"
"Gute Nacht peterderbot! :) https:// twitter.com/peterderbot/st atus/856155990034698240 …"
"Good Morning TerriblyBland! :) https:// twitter.com/TerriblyBland/ status/856156170091995137 …"
"Good Morning McCready_! :) https:// twitter.com/McCready_/stat us/856156165616525313 …"
"Good Morning yhoniville! :) https:// twitter.com/yhoniville/sta tus/856156161338462208 …"
"Good Morning FreshStartRC! :) https:// twitter.com/FreshStartRC/s tatus/856156155688632320 …"
"Good Morning bmxministry! :) https:// twitter.com/bmxministry/st atus/856156159073435648 …"
"Guten Morgen Killimanscharo! :) https:// twitter.com/Killimanscharo /status/856155792080334849 …"
"Good Morning hcmriv! :) https:// twitter.com/hcmriv/status/ 856156145160933376 …"
"Good Morning luv1s! :) https:// twitter.com/luv1s/status/8 56156143852433408 …"
"Good Night Reaalvarez32! :) https:// twitter.com/Reaalvarez32/s tatus/856156119793680385 …"
"Good Morning AurAngrez! :) https:// twitter.com/AurAngrez/stat us/856155706847657984 …"
"Good Morning _taa007! :) https:// twitter.com/_taa007/status /856155699746832388 …"
"Guten Morgen Bigbob_123! :) https:// twitter.com/Bigbob_123/sta tus/856155582277046277 …"
"Good Night krisiabel_! :) https:// twitter.com/krisiabel_/sta tus/856155723692072965 …"
"Good Morning Metro_Ents! :) https:// twitter.com/Metro_Ents/sta tus/856155728238850053 …"
"Good Night sr_c_tw! :) https:// twitter.com/sr_c_tw/status /856155731984228352 …"
"Good Night ashley_ely4! :) https:// twitter.com/ashley_ely4/st atus/856155691035348992 …"
"Good Night katepanis! :) https:// twitter.com/katepanis/stat us/856155726049296384 …"
"Good Night Eveeeeeeer! :) https:// twitter.com/Eveeeeeeer/sta tus/856155683510550528 …"
"Good Night judyannelaurel! :) https:// twitter.com/judyannelaurel /status/856155686639513600 …"
"Good Morning UGHMELLET! :) https:// twitter.com/UGHMELLET/stat us/856155218106601473 …"
"Good Night migzicat! :) https:// twitter.com/migzicat/statu s/856155201899708416 …"
"Good Morning Morvember! :) https:// twitter.com/Morvember/stat us/856155155804418048 …"
"Good Morning JemaleBozeman! :) https:// twitter.com/JemaleBozeman/ status/856155264252342274 …"
"Good Night r_queen01! :) https:// twitter.com/r_queen01/stat us/856155164599660545 …"
"Good Morning Toplockk! :) https:// twitter.com/Toplockk/statu s/856155263488995328 …"
"Good Morning MeganDoerfler! :) https:// twitter.com/MeganDoerfler/ status/856155260351639556 …"
"Good Morning sea_estrella! :) https:// twitter.com/sea_estrella/s tatus/856155242504781825 …"
"Good Morning AviatorGaming! :) https:// twitter.com/AviatorGaming/ status/856155243029172224 …"
"Good Morning ShopStaYoung! :) https:// twitter.com/ShopStaYoung/s tatus/856155234011275266 …"
"Guten Morgen DerLuc4! :) https:// twitter.com/DerLuc4/status /856154880104378368 …"
"Good Morning xebbymariex! :) https:// twitter.com/xebbymariex/st atus/856155233986248704 …"
"Guten Morgen goldsch612! :) https:// twitter.com/goldsch612/sta tus/856155117879525376 …"
"Good Night OLX_Suzy94! :) https:// twitter.com/OLX_Suzy94/sta tus/856155167258849281 …"
"Good Morning JhovannyPG! :) https:// twitter.com/JhovannyPG/sta tus/856155232228823042 …"
"Good Morning pieceofminnd! :) https:// twitter.com/pieceofminnd/s tatus/856155205716627458 …"
"Guten Morgen Spermaluder! :) https:// twitter.com/Spermaluder/st atus/856154459671375872 …"
"Good Night Eh_Akmal! :) https:// twitter.com/Eh_Akmal/statu s/856154747526463488 …"
"Good Morning CristinaShypty8! :) https:// twitter.com/CristinaShypty 8/status/856154768984727555 …"
"Good Morning Kinaboss2! :) https:// twitter.com/Kinaboss2/stat us/856154772977713152 …"
"Good Night bitaetaes! :) https:// twitter.com/bitaetaes/stat us/856154790165790721 …"
"Good Morning __kvscm! :) https:// twitter.com/__kvscm/status /856154770037407744 …"
"Good Morning BroncosDefender! :) https:// twitter.com/BroncosDefende r/status/856154795236892675 …"
"Good Morning ImReady2Retire! :) https:// twitter.com/ImReady2Retire /status/856154798198071296 …"
"Good Morning fuccjin! :) https:// twitter.com/fuccjin/status /856154327437594624 …"
"Good Morning jadeshalo! :) https:// twitter.com/jadeshalo/stat us/856154333959925760 …"
