"@Die_Gruenen @CDU @spdde Euer Unsinn muss nun ohne meine Kommentare auskommen Beweist erfolgreich weiter, dass zu doof gar nicht geht"
"...mutmassliches Augsburg scheitert an mutmasslichem Magdeburg"
"Ihr braucht nicht mit "Falschmeldung" Tweet-Zeichen verschwenden Ich glaube euch eh nur die Haelfte, den Rest erfahre ich hier @ardde @ZDF"
"Eventually a remake worse being made, the right actor came along: Death Wish https://www. youtube.com/watch?v=jsPLw7 I06eY …"
"Well, it is not that new - it's visible, that's a good thing, so you know who you are dealing with. Second, this is only one face of many"
""
"Entschuldigung, ich wusste nicht, dass Fakten dich verwirren. Mein Fehler. #Antifa @AfD_Bund #secondamendment #KKK #Charolettesville"
"2nd Amendment - so ticken die #USA , da habe ich ganz wenig zu melden. BTW, Es wurde ein PKW verwendet fuer den Mord. Hast du ein PKW?"
"Ich fasse zusammen Deppentruppe ( @cdu ) beklagt, dass ein Depp ( @martinschulz ) einen Deppenvorschlag macht, den Deppin (@#Nahles ) doof findet"
"Ja, was die Buben aus dem Morgenland in brauchen sind D Fuehrerscheine Beschaeftigungtherapie fuer @bpol_b #merkel @cdu @csu https:// twitter.com/GoldingBF/stat us/896788578449080321 …"
"Ist korrekt, Deppen mit ihren Waffen waren aber das kleinste Problem im vergleich zu dem Gewaltpotential das sie mit scih rumtrugen, oder?"
"Kann ja sein das er #Bundeskanzler wird, unklar nur wovon Also schon mal nicht Bleibt #Lummerland und #Absurdistan Kann er sich aussuchen"
"Du bist Funktioaer? Wovon? @AfD_Bund ? Haette ich nicht gedacht. Kenn bisher keinen - du bist der/die/das Erste. Bist du ansteckend?"
"Spazieren gehen und Waffen tragen ist in Virginia erlaubt. 2nd Amendment. Keine Verhaftung. Nichts. Ergo: Legal"
"Rechtsstaat? Wo? Hier? #Asyl = auf Zeit - stimmt nicht #Abschiebung - Fehlanzeige #Dublin - wird ignoriert #Rechtstaat ? Wo? Hier? noe @CDU"
"Wer mordet, wird bestraft. #USA mit Todesstrafe. Hier eher nicht, siehe #NSU . Hat nichts mit @AfD_Bund zu tun, das ist @CDU @spdde"
"Schon klar. Manche koennten eine Gummi-Allergie entwickeln. Scheiss-Boote @cdu #Merkel WIR = WerAuchImmerWill.Immigrants.Rapists"
"Weil die @AfD_Bund harmlos ist, sie will was @cdu von 2002 wollte, nicht mehr nicht weniger. #merkel muss weg"
"Fine by me. These bloody crazy #muslim extremist have to fail big time somewhere. Better ther than in #Europe . This will piss of someone"
"Natuerlich nicht, wozu auch,dass waere ja illegal. Was sie taten ist in den USA LEGAL - das Gegenteil von dem was #antifa in veranstaltet"
"Mal halblang. Was ich feststelle sind Fakten. Leicht nachpruefbar. Was du fragst ist Spekulation. Weniger Relevant, aber: Nein u Nein"
"Doppelt gut,wenn man sich deinem Profilnamen im Gehoergang zergehen laesst."
"#BadKreuznach bei #Fallujah im #Irak oder Luftkurort in #rheinlandpfalz ? Fuer eins waere #merkel verantwortlich. Ihr = unklar fuer welches"
"Traeum weiter - @AfD_Bund ist ein Kindergarten gegen die Typen. BTW, selbst die waren gewaltfrei unterwegs. Kein Schuss wurde gefeuert."
"Man koennte den Umsatz mit @spdde Merchandising Produkte deutlich ankurblen, wenn man @MartinSchulz Konterfei auf Toilettenpapier druckt"
"BTW, im November kommt Neuverfilmung von #DeathWish mit #BruceWillis https://www. youtube.com/watch?v=jsPLw7 I06eY …"
"Seems brick and mortar companies might struggle, but they don't fail completely - Internet company still have to prove that. #Uber #Google"
"Das #Indien das Raumfahrtprogramme zahlt,dem wir 1.000.000.000 Euro gespendet haben fuer humanitaere Zwecke @cdu @RegSprecher #Merkel"
"Wenn die @AfD_Bund im #Bundestag die @GrueneBundestag ersetzt (raeumlich nicht inhaltlich), dann aendert sich das. @Die_Gruenen =dann #APO"
"Macht wieder ein Rudel #GEZ Eintreiber die Gegend unsicher? Die elenden Blutsauger von @ARDde und @ZDF ? Echt ein Plage"
"Ridiculous comes to mind #UK police has a proud history not carrying guns. Every now and then you should revise a policy, though"
"Also das geht jetzt zu weit, Herr @MartinSchulz , Sie versuchen nun wirklich mit allen Mitteln um Aufmerksamkeit zu heischen. @spdde"
"Immer diese Autonomen Fahrzeuge, die selbststaendig menschen umfahren Mal Auto, mal LKW - eine echte Plage"
"Koennte auch Schreibfehler sein Tourismus/Terrorismus oder unterschied nicht bekannt - wie in mit Fluechtling/Vergewaltiger @CDU #Merkel"
"... und gleich danach kommt: "Es kommen Aerzte, Akademiker und Facharbeiter, die unsere Rente sichern" @CDU #Merkel luegen koennen die auch"
"Er attackiert alles was ihm Aufmerksamkeit verschafft. Nie vergessen: @spdde ist seit Jahrzenten teil des Systems, dass er jetzt beschimpt"
"nmmt Moerder und Vergewaltiger aus Afrika und Mittleren Osten BEWUSST in Kauf, aber holt keine studierenden #EU Buerger? @cdu #Merkel https:// twitter.com/eysvog3l/statu s/896709864751235072 …"
"Da faellt mir ein #Merkel #HillaryClinton Lock her up und Prima Profil-Foto fuer nach der Wahl"
"Deppen-Nachhilfe #charlotesville liegt in den USA Rechte sind dorrt richtige Rechte #KKK und #migranten in den #USA muessen arbeiten"
"Qualitaetsjournalismus - Hat selbst die Welt niemals behauptet Dieser Vorwurf laeuft ins Leere - wie Stimmungsmache gegen @IBDeutschland"
