"I just know Whites are going to have a sh*t fit about it if you blow up that Mountain with those images on it!"
"Somebody knows it I don’t believe everyone didn’t know about that housing law, it’s a wink, wink situation."
"I thought the same thing and the school wanted to bury it"
"They all should ask for transfers Have signs that say we r Men."
"https://www. youtube.com/watch?v=8WTjpn BTmvc&sns=tw … via @youtube"
"https://www. youtube.com/watch?v=fZZdB5 hqbTw&sns=tw … via @youtube"
"https://www. youtube.com/watch?v=4UDmqg 8_c8Y&sns=tw … via @youtube"
"https://www. youtube.com/watch?v=5GdWTO ubcc0&sns=tw … via @youtube"
"https://www. youtube.com/watch?v=DACrKv rALNs&sns=tw … via @youtube"
"Maybe KKK Guy in Bar Was Celebrating N.D. History http:// mcfeely.areavoices.com/2017/11/01/may be-kkk-guy-in-bar-was-celebrating-n-d-history/ …"
"https://www. youtube.com/watch?v=ohiZZp czcyw&sns=tw … via @youtube"
"Light Female version of MLK leading our Black People out of darkness to the Promise Land"
"https://www. youtube.com/watch?v=Kw4PVC zcYLk&sns=tw … via @youtube"
"https://www. youtube.com/watch?v=vROjy6 ku46Y&sns=tw … via @youtube"
"https://www. youtube.com/watch?v=vROjy6 ku46Y&sns=tw … via @youtube"
"https://www. youtube.com/watch?v=4Sd6EI ja9WA&sns=tw … via @youtube"
"I applaud that Sister, Role model for other Blacks @advicemedia @cynG"
"More White ones though."
"https://www. youtube.com/watch?v=NarrMZ FUIAo&sns=tw … via @youtube"
"https://www. youtube.com/watch?v=CUg6H3 3QrZs&sns=tw … via @youtube"
