"Rob, you are an actor. No one cares what you think"
"Thanks!"
"Thank you!"
"It bothers me that gays support Islam. Islam teaches to kill gays"
"What a huge liar"
"@TPM #MediaLies . #MediaIsTheEnemy . This article is a vicious pack of lies . Trump is guilty of nothing http:// talkingpointsmemo.com/edblog/face-it -the-presidents-actions-say-guilty …"
"He is a disgrace"
"With all the hate, violence, corruption of the Dems .. best you shut your trashy mouth"
